UserId,FullName,Email,Phone,CPF,BirthDate,Balance,Agency,NumAccount,Status,createdAt,CEP,Address,Num,Complement,Neighborhood,City,State
753,Antônio Aragão,maria-luisasiqueira@example.net,0900-093-4018,571.206.893-12,1966-07-22,4657.25,6801,332669,inactive,2023-10-18 23:31:19.897671,"Condomínio Heloísa Araújo, 4",Boa União 1ª Seção,43080326 Azevedo / AP,,,,
754,Sr. Thales Fonseca,joao-miguel19@example.com,+55 51 8126 5741,681.529.034-42,1927-08-08,3461.64,4623,878610,active,2022-06-04 10:01:54.146028,"Morro de Melo, 723",Corumbiara,91705097 Caldeira / RN,,,,
755,Francisco Andrade,qsilveira@example.com,+55 21 0947 4556,485.012.967-67,1963-06-21,6591.7,1234,879304,inactive,2022-11-23 02:20:53.374611,"Lago de Oliveira, 1",Tiradentes,61787-482 Rios / MS,,,,
756,João Pedro da Paz,nmacedo@example.net,+55 11 4760 4918,702.514.369-34,1949-09-03,9288.42,9287,180608,inactive,2022-06-16 00:16:38.491695,"Largo de Porto, 782",Granja Werneck,23374652 Fogaça / PB,,,,
757,Srta. Fernanda Oliveira,araujoyasmin@example.org,31 8544-2316,476.092.135-43,1938-07-05,7232.11,5413,109197,inactive,2022-07-03 12:32:52.585622,Favela de Correia,Distrito Industrial Do Jatoba,47037-653 Sousa do Oeste / DF,,,,
758,Theodoro Abreu,rodriguessophia@example.org,+55 31 7809 3870,604.932.875-74,1997-07-15,9587.2,9001,991014,inactive,2023-07-09 00:29:07.461936,"Largo de Porto, 96",São Pedro,15346488 Marques Verde / AC,,,,
759,Luísa Gomes,bentojesus@example.org,+55 (021) 0751-3683,375.049.162-34,1999-12-21,3038.99,3442,212113,active,2023-10-11 02:05:24.528551,"Vereda Danilo da Cunha, 7",São Pedro,82014128 Câmara do Oeste / TO,,,,
760,Sr. Ryan Moreira,caleb11@example.com,+55 (021) 1553-4313,921.865.703-86,1961-12-08,8297.58,5051,184859,inactive,2020-06-19 16:08:42.417809,"Lagoa de Câmara, 75",Jardinópolis,57119-854 da Rosa / PE,,,,
761,Rafael Rocha,davi-lucca37@example.com,81 7139-3899,205.973.681-12,1927-12-04,6441.83,7653,850935,active,2023-10-12 04:56:44.076352,Conjunto Abreu,Teixeira Dias,88138-292 da Mata Verde / RO,,,,
762,Sra. Anna Liz Rodrigues,bfreitas@example.com,(011) 9139-1364,981.743.562-82,1998-11-28,4781.67,6921,613886,active,2020-04-02 04:33:31.361058,"Núcleo Thomas Guerra, 39",Chácara Leonina,46266791 Moura / MA,,,,
763,Ryan Sá,hmoura@example.org,0800 783 1798,294.675.018-30,1998-04-06,7070.91,3142,632180,active,2020-03-03 21:23:09.913634,"Trecho Matteo da Mata, 794",Vila Cemig,60203-180 Cassiano do Norte / RN,,,,
764,Sr. Calebe Garcia,sofiacunha@example.com,+55 (071) 8286-4812,513.986.274-37,1965-06-04,2111.17,6632,308614,inactive,2022-05-10 12:05:29.383861,"Favela Barros, 901",Coração De Jesus,85198633 Mendes de Lima / AL,,,,
765,Breno da Rocha,fernanda12@example.com,+55 (041) 4003-9284,793.560.124-07,1947-06-25,9136.07,9910,888842,active,2024-05-03 17:16:45.581876,"Distrito Henrique Nogueira, 453",Outro,57091333 Siqueira de Fonseca / RR,,,,
766,Isis Sousa,diasbeatriz@example.org,+55 (061) 0224-5473,587.094.321-32,1965-05-01,9860.1,7006,224217,active,2020-12-09 03:51:07.984225,"Chácara Thales Abreu, 424",Vila Inestan,83728621 Cassiano / DF,,,,
767,Ana Júlia Montenegro,caldeiravalentina@example.net,+55 (084) 0866-2486,741.359.628-82,1986-07-29,3946.55,8107,557272,active,2022-11-29 16:50:03.739351,"Via de Melo, 97",Milionario,60587-047 Azevedo do Norte / RO,,,,
768,Vicente Rezende,davi-luccamachado@example.net,+55 71 9108-1619,187.650.934-10,2002-10-05,9662.3,6771,120529,active,2022-10-22 11:20:39.754038,"Condomínio Vicente Brito, 59",Novo Glória,65041-455 Casa Grande da Serra / RN,,,,
769,Ana Júlia Casa Grande,yan36@example.net,0900 727 9833,084.923.175-23,1987-05-29,6099.07,1028,594687,inactive,2020-10-17 00:55:48.821965,"Colônia de Ramos, 57",Vila Real 1ª Seção,65813555 da Rosa / CE,,,,
770,Sofia da Cruz,borgesdiogo@example.org,+55 (061) 4240 8611,794.081.352-88,1956-02-08,1344.99,8377,152952,inactive,2020-05-07 16:25:55.152592,"Via de Sá, 4",Conjunto Providencia,03027-714 Dias da Prata / MT,,,,
771,Amanda Sales,alvesluara@example.org,+55 (061) 0785 1747,836.794.105-57,1999-05-05,9017.19,7853,889400,active,2024-04-01 10:39:08.164306,"Estrada Calebe Cavalcante, 568",Leonina,83836540 Alves / BA,,,,
772,Sr. Henrique Pimenta,barrosisaque@example.com,0500 802 9304,864.135.927-37,1944-10-18,1413.4,9982,526047,inactive,2022-11-04 13:53:14.694004,"Setor de Abreu, 22",Floramar,70371-438 Campos / ES,,,,
773,Olívia Guerra,kaique36@example.net,+55 31 7279 2369,381.456.290-98,1955-01-07,9261.87,1783,212561,active,2020-09-08 03:28:07.008651,"Campo de da Mota, 43",Belmonte,98787-453 Guerra / RR,,,,
774,Sophie Cassiano,fogacabreno@example.org,(081) 0569-7294,408.623.957-47,1934-08-18,7823.67,2776,530532,inactive,2020-01-04 21:34:06.219100,"Avenida Garcia, 1",Pilar,82651996 Pimenta / CE,,,,
775,Matheus Cavalcante,ccunha@example.com,+55 41 7203 2989,317.590.648-66,1927-10-31,4994.04,2932,968644,active,2021-11-07 11:36:16.897635,"Quadra de Andrade, 92",Pantanal,55178939 da Mata / DF,,,,
776,Catarina Carvalho,danilo55@example.com,+55 51 6969 8906,703.562.984-00,1971-05-31,7178.33,7712,800580,active,2021-12-01 22:06:07.665054,Jardim Farias,Vila Nova Cachoeirinha 1ª Seção,63664-708 Sampaio de Pinto / MT,,,,
777,Srta. Helena Ramos,julia66@example.org,31 5144-0363,681.479.530-20,1955-01-15,2150.67,7772,533790,active,2021-05-05 19:48:22.164460,"Residencial da Rosa, 5",Santa Isabel,49002-106 Nunes / PE,,,,
778,Ísis Nunes,davi-miguel84@example.net,+55 (051) 8102-2523,932.708.561-21,1930-03-12,6142.57,8359,381930,active,2023-03-02 05:13:46.443495,"Campo Leandro Andrade, 674",Aparecida 7ª Seção,89233997 Mendes / AC,,,,
779,Maya Teixeira,mcavalcante@example.net,(011) 2207 8485,438.615.970-39,1935-12-21,2672.67,7428,397722,inactive,2024-04-19 14:29:48.456471,"Travessa de Nunes, 46",Pirineus,67444-761 Mendes / MA,,,,
780,Ana Luiza Macedo,jda-mata@example.com,(011) 5341-7814,217.084.359-05,1950-11-18,4483.74,6614,202398,active,2023-12-12 10:52:55.962438,"Alameda Olivia Araújo, 22",Coração De Jesus,53188497 Andrade Grande / RN,,,,
781,Rodrigo Cirino,zbarbosa@example.com,11 3799-0925,931.562.807-12,1949-07-29,1222.34,5316,231059,inactive,2024-04-19 22:27:18.858814,Jardim Larissa Barros,Custodinha,04062726 Montenegro / AL,,,,
782,Dr. Levi Costa,ana-beatriz47@example.org,+55 51 5012 3265,639.518.470-93,1937-07-03,2879.07,3073,734836,inactive,2023-12-26 21:00:46.376061,Vereda de Moura,Bairro Das Indústrias Ii,48245901 Silva / GO,,,,
783,Maria Laura Porto,nunesyan@example.com,+55 41 4896 1798,958.470.236-00,1953-05-31,7264.9,2703,206673,inactive,2024-04-26 18:02:20.481814,"Área Silveira, 854",Belmonte,58116584 Barbosa / GO,,,,
784,Dra. Heloísa Andrade,caldeirajoao@example.net,+55 81 9567-4921,156.803.974-39,1949-10-31,3041.62,2385,377747,inactive,2021-11-20 17:45:45.057152,"Loteamento de Campos, 22",Caiçara - Adelaide,86962-813 Vasconcelos / MG,,,,
785,Emanuella Pinto,sousaryan@example.net,+55 51 7750 1990,135.870.642-53,1945-08-28,9618.34,9949,646309,active,2022-04-16 15:45:50.226085,"Lagoa Vinícius Farias, 485",Vila São Rafael,35652475 Novaes de Minas / BA,,,,
786,Asafe Santos,leticia51@example.com,0800-263-4486,083.251.497-79,1989-06-26,5035.46,1129,870961,inactive,2021-01-05 09:05:49.884542,"Viela Eloá Nogueira, 44",Buritis,77560547 da Cruz / MA,,,,
787,Maria Julia da Rosa,maria-eduardamarques@example.com,21 1988 3251,078.316.429-78,1932-04-12,6223.3,7692,603948,active,2022-08-25 11:21:49.361674,"Praça de Araújo, 673",Das Industrias I,51306532 Alves / AC,,,,
788,Rafael Jesus,breno75@example.com,21 2393 0046,095.287.314-14,1945-12-09,1544.88,3111,769786,inactive,2020-06-12 23:25:29.950202,"Chácara de da Cunha, 13",Cachoeirinha,02407844 Vieira / DF,,,,
789,Ryan Azevedo,ada-mata@example.net,11 7317 3988,165.897.042-01,1971-01-03,9003.56,6248,791853,inactive,2022-02-06 11:14:19.537460,"Largo de Leão, 5",Madre Gertrudes,01493-776 Pires / GO,,,,
790,Dr. Dom Barros,luisafreitas@example.net,+55 11 7180 8951,849.013.627-04,1976-06-27,4971.91,4062,777627,inactive,2021-05-30 03:48:30.400687,"Lago Peixoto, 2",Eymard,20057226 Brito / AL,,,,
791,Luiz Henrique Gomes,rafaeladas-neves@example.org,84 6172 3638,461.385.720-17,1926-12-29,6772.8,7829,834864,active,2021-04-22 06:54:39.821476,"Colônia de Abreu, 85",Buraco Quente,30068-278 Albuquerque do Amparo / SE,,,,
792,Brayan da Paz,isis31@example.net,(071) 4100 0950,025.816.439-51,1968-04-12,7319.52,4264,896863,inactive,2020-01-15 17:02:17.282654,Estação Rhavi Martins,Tiradentes,28721-601 Moura / GO,,,,
793,Pedro da Luz,aazevedo@example.com,+55 31 5402-5104,645.127.930-70,1961-04-23,9998.99,5692,819305,inactive,2020-08-02 16:30:31.977586,Distrito de Guerra,Alto Das Antenas,60938282 Leão / SC,,,,
794,Augusto Camargo,lunnapimenta@example.org,0800 622 3755,043.287.591-32,1923-10-10,4579.3,5851,335302,active,2023-06-09 18:19:31.499104,"Parque de Aragão, 6",Bairro Das Indústrias Ii,85892304 Rios do Oeste / AL,,,,
795,Benjamin Cardoso,marinapeixoto@example.com,+55 (084) 3382-2957,518.749.602-67,1952-07-15,4097.42,7675,577779,inactive,2024-01-11 23:24:46.581746,"Loteamento Rios, 399",Jardinópolis,99336698 Cardoso da Serra / TO,,,,
796,Maria Luiza Sá,silveiraenzo-gabriel@example.org,81 6826 6241,732.506.491-80,1961-11-17,1786.31,9953,405024,inactive,2020-06-10 07:04:56.017759,"Morro de Freitas, 969",Boa Vista,02555-917 Correia da Prata / DF,,,,
797,Oliver Jesus,joao-gabriel38@example.com,84 7879-4868,589.174.206-30,1984-03-15,8238.01,7428,859668,active,2023-01-11 17:05:18.254971,"Residencial Martins, 72",Vila Boa Vista,73084-787 Lopes das Pedras / AL,,,,
798,Guilherme Alves,carolinapinto@example.com,21 4394 4010,384.025.679-83,1966-11-24,7496.0,2661,253329,active,2020-07-31 01:35:56.109579,"Ladeira Cassiano, 72",Vila Ecológica,11507-830 Caldeira Paulista / CE,,,,
799,Ana Sophia Câmara,moraesmaria-clara@example.org,0900-107-9984,756.923.180-59,1945-12-24,3749.14,4550,543446,active,2023-11-05 07:10:34.153212,"Colônia das Neves, 836",Vila Atila De Paiva,50013-309 Azevedo / PA,,,,
800,Dr. Felipe Ramos,yurigarcia@example.com,+55 51 6265 8562,587.962.401-30,1939-02-09,6208.3,6329,311598,inactive,2020-06-02 09:57:10.407290,"Fazenda Machado, 28",Vila Engenho Nogueira,84310260 da Conceição / TO,,,,
801,Danilo Correia,nascimentoleonardo@example.com,+55 41 9167-9505,427.398.561-64,1999-03-04,6905.37,6781,401024,active,2020-11-02 22:56:14.078092,"Feira de Alves, 4",Primeiro De Maio,24223-620 Pimenta do Campo / PE,,,,
802,Maria Sophia Lima,milenacampos@example.org,61 1103-5231,408.126.593-33,1926-08-11,2642.75,1954,365231,inactive,2020-11-10 07:58:03.603913,"Passarela de Jesus, 9",Tupi A,20448344 Souza / PI,,,,
803,Ágatha Vieira,qbarros@example.org,0900 202 9233,951.840.726-67,1926-10-20,4220.63,7096,743266,active,2021-07-02 22:23:45.029221,"Estrada de Cavalcanti, 14",Jonas Veiga,44682-913 Santos do Oeste / PB,,,,
804,Daniel Cavalcanti,lunamoura@example.org,+55 (011) 2840-9034,783.926.501-40,1960-11-21,6913.66,4256,674471,active,2023-05-05 13:05:59.028773,"Jardim Fernando da Mota, 70",Bonfim,23529060 Costela / ES,,,,
805,Luiz Miguel Aragão,hadassafreitas@example.org,+55 81 2710-7089,257.631.890-86,1952-09-10,8899.9,8724,195381,active,2021-11-15 07:54:47.769087,"Setor Ana Vitória Brito, 9",Alto Barroca,87077-786 Cirino / AL,,,,
806,Lavínia Vargas,portoluiz-fernando@example.com,11 0847-6843,304.862.519-42,1974-08-29,6111.04,3204,958043,active,2021-01-19 14:50:45.205678,"Chácara Clara Machado, 69",Castanheira,08158-212 Pacheco do Norte / SP,,,,
807,Luiz Henrique Silveira,kcaldeira@example.net,61 7604 9831,591.438.670-57,1933-12-30,1765.0,2985,782430,active,2021-07-20 22:36:35.864762,"Passarela de Camargo, 25",São Salvador,54785844 da Cunha dos Dourados / RN,,,,
808,Yuri Monteiro,portovicente@example.net,+55 31 4090-6652,190.682.573-40,1956-01-18,1584.35,4049,842647,inactive,2020-09-11 21:49:31.980824,"Chácara de Fernandes, 33",Morro Dos Macacos,64115326 da Luz da Praia / MS,,,,
809,Alícia Cardoso,osiqueira@example.com,+55 71 5291-5659,523.149.706-16,1975-01-18,5940.64,1084,513720,inactive,2021-08-16 20:57:16.466367,"Setor de Borges, 58",São Gabriel,55018040 Garcia / RR,,,,
810,André Pastor,caua67@example.net,71 4516-2282,951.726.803-30,1974-06-29,8568.42,7493,706160,inactive,2021-11-05 12:01:50.492164,"Parque de Porto, 87",Senhor Dos Passos,24542-629 Barbosa / MG,,,,
811,Augusto Costa,alexandrefonseca@example.org,(084) 9735-1178,538.627.401-53,1983-03-23,9908.74,9752,940086,active,2023-03-26 19:59:19.219280,"Passarela de Ramos, 412",Tupi A,03102-745 da Cruz da Serra / SC,,,,
812,Heloísa Viana,da-luzelisa@example.org,+55 31 7997 3170,084.179.532-05,2001-09-11,3062.4,3550,418585,active,2020-09-10 17:30:54.547404,"Vale de Gomes, 49",Nova Pampulha,89545194 Melo / MS,,,,
813,Sarah Aparecida,eda-cruz@example.org,(041) 6106 7491,418.250.763-08,1988-10-12,5023.65,8241,689687,active,2023-04-05 21:40:26.020313,"Parque Melina Correia, 69",Pirineus,62188-494 Alves / RO,,,,
814,Alícia Dias,hsales@example.org,+55 (051) 3477-0808,923.051.847-60,1949-08-22,8268.79,6003,687085,inactive,2023-06-08 01:32:35.299482,"Estação de Ribeiro, 3",Piraja,42746-461 Moraes / RR,,,,
815,Rhavi Pimenta,da-conceicaoallana@example.net,+55 84 1090-7160,706.931.528-77,1954-01-21,5446.21,1954,558953,active,2021-04-21 04:54:28.203972,"Recanto Ana Beatriz Siqueira, 22",Laranjeiras,14920925 Montenegro / AC,,,,
816,Théo Novaes,joao-gabrielsantos@example.net,+55 21 0946 9662,430.971.256-80,1931-04-16,6194.48,7317,954987,active,2024-03-14 23:45:48.150594,Travessa Vieira,Pantanal,96622-571 Santos / RR,,,,
817,Cauê Rezende,bella68@example.net,+55 81 1670-3626,435.678.129-55,2005-01-13,4142.32,9704,766296,active,2020-01-15 19:36:25.116768,"Rodovia de da Cruz, 59",Dom Joaquim,55921-046 Moura / BA,,,,
818,Mathias Moreira,stephanypastor@example.org,+55 (081) 5512-4610,518.379.602-59,1951-07-18,5517.53,8570,892108,active,2021-07-26 13:05:27.418042,"Estação Luiz Miguel Cassiano, 99",Bernadete,30786-066 Jesus Paulista / CE,,,,
819,Rael Garcia,isaacrodrigues@example.net,(081) 6339-6723,198.026.543-70,1939-06-20,5832.1,5157,273797,active,2022-10-05 21:20:43.052764,"Residencial de Caldeira, 63",Vila São Rafael,65290-337 Brito de da Rocha / TO,,,,
820,Luiz Felipe Dias,maria-julia58@example.com,+55 84 9178 4326,651.748.239-37,1981-11-19,7620.29,8726,828252,active,2020-09-01 22:11:49.456617,Estrada de Câmara,Corumbiara,46307061 da Rosa Paulista / SP,,,,
821,Sr. João Gabriel Carvalho,gustavo-henrique98@example.net,(084) 0492 6163,327.596.814-91,1993-08-21,4745.75,7011,534159,active,2021-08-31 13:50:57.105330,"Rua Marques, 7",Padre Eustáquio,78736-293 Farias de Goiás / PE,,,,
822,Alícia Mendonça,olivia41@example.org,+55 21 0147-0804,374.059.186-20,1923-11-29,8122.06,3638,898044,inactive,2022-11-18 12:22:38.428058,"Condomínio de Abreu, 600",Anchieta,57848102 Mendes de Melo / RJ,,,,
823,Maria Eduarda Nunes,maria-laura14@example.net,71 2095 2811,567.832.094-74,1981-09-22,4265.5,7582,244062,active,2023-05-31 22:28:46.873796,Campo Caleb Azevedo,Vila São Geraldo,03903576 Araújo / DF,,,,
824,Dra. Letícia Silva,cpacheco@example.com,21 9835 6707,839.462.150-33,1930-07-10,1809.03,5360,833505,active,2024-05-27 12:34:10.615243,"Viela de Garcia, 5",Providencia,27664-512 Oliveira Grande / PR,,,,
825,Rafaela Rocha,maitecastro@example.net,(061) 8959 9800,946.380.571-01,1992-02-29,7473.33,3849,236963,inactive,2022-08-27 05:42:36.208155,"Morro de Nogueira, 72",Barroca,86354-320 Machado de Vasconcelos / AL,,,,
826,Luiz Henrique Moreira,lucas-gabrielviana@example.org,+55 11 1368-0329,631.587.029-59,1939-01-07,6423.07,5251,908620,inactive,2024-05-27 15:57:37.138391,"Núcleo Pedro Miguel Siqueira, 5",Jardim São José,92892356 Azevedo Paulista / AM,,,,
827,Sra. Marcela Novaes,matheus13@example.com,+55 71 6756 1172,814.326.790-31,2002-10-21,1054.46,5183,912713,inactive,2023-12-29 14:34:18.630987,"Rua Ana Cecília Cavalcante, 10",Heliopolis,03389631 Porto Grande / PR,,,,
828,Kamilly Sampaio,leoda-mota@example.net,+55 (051) 4795 3586,819.520.673-59,1982-07-12,5404.29,5470,229990,active,2021-01-30 04:54:54.838885,"Campo Rafael Carvalho, 451",Cidade Jardim Taquaril,35596-360 Lopes das Pedras / PA,,,,
829,Liam Almeida,duarteheloisa@example.net,11 4871-5078,062.417.358-53,1959-02-24,3893.79,1092,112263,inactive,2024-01-31 10:54:26.671959,Alameda Ribeiro,Candelaria,05567228 da Costa / MT,,,,
830,Srta. Ana Julia Sampaio,garciayasmin@example.com,(011) 2545 4516,187.230.956-95,1967-06-14,3339.17,6670,897212,active,2020-02-03 06:47:36.378665,"Sítio de Campos, 82",Caetano Furquim,53595-597 Almeida da Prata / SC,,,,
831,Yuri Aparecida,costelaotavio@example.com,(084) 5762-4130,762.598.430-38,1981-11-29,8977.96,4334,595526,inactive,2022-07-06 15:46:30.943424,"Sítio de Pacheco, 53",Vila Independencia 2ª Seção,41838-853 Brito de Duarte / RS,,,,
832,Calebe da Cunha,vda-paz@example.net,+55 41 5954-4857,213.790.564-70,1932-11-27,1888.4,3308,486184,active,2023-02-24 04:57:39.246392,"Condomínio de Vieira, 94",Belvedere,35301-556 Nunes da Praia / AL,,,,
833,Pedro Miguel Cunha,thomasramos@example.net,(084) 4760-5384,732.609.185-40,1991-03-20,7305.21,3122,191067,inactive,2020-02-27 22:59:53.225734,Via Macedo,Jardim Felicidade,42240-056 Teixeira / RJ,,,,
834,Rafaela Gomes,wmachado@example.com,0300 217 7687,145.870.936-10,1999-05-02,3731.03,2186,807475,active,2024-01-22 22:41:01.269189,"Trevo Almeida, 209",Pindura Saia,65334-860 Moreira / AL,,,,
835,Melina da Paz,da-conceicaomaria-julia@example.com,(061) 3065 8052,671.248.950-49,1960-03-11,9743.0,2716,579413,inactive,2020-09-25 21:51:59.147718,Conjunto Almeida,Jardim Atlântico,25268-989 Santos / PI,,,,
836,Enzo Gabriel Rezende,montenegropedro@example.net,21 5001-1142,261.753.049-34,1963-06-24,6896.49,1909,135228,active,2020-11-01 10:42:11.073382,"Lagoa Sales, 32",Monsenhor Messias,31930424 Siqueira Paulista / ES,,,,
837,Lucca Leão,valentimcamargo@example.net,81 3255-4750,709.523.681-02,1928-11-26,2176.23,6550,822072,inactive,2024-05-12 17:37:20.812513,"Feira de Vieira, 1",Santa Tereza,76912860 Freitas da Prata / RO,,,,
838,Melina Novais,luiz-fernandonovaes@example.net,+55 84 9712 2950,457.263.801-26,1928-01-26,5837.22,3624,747500,inactive,2022-06-22 03:33:38.613728,"Loteamento de Farias, 52",Vila Fumec,48253-793 da Conceição / AM,,,,
839,Dra. Amanda da Conceição,casa-grandepedro-lucas@example.net,+55 (081) 1885 5772,308.274.916-03,1943-11-06,7114.33,3594,922880,inactive,2020-10-30 11:26:22.124044,"Travessa de Alves, 682",São Marcos,44362-812 Martins / PI,,,,
840,Paulo Moura,yda-paz@example.net,(084) 6534 3467,831.754.092-88,1953-08-18,7553.77,5323,695295,inactive,2023-10-04 07:54:37.449415,"Praça de Cavalcanti, 50",São José,01889-317 Viana / PI,,,,
841,Sra. Kamilly Peixoto,natalia33@example.org,(011) 4897 5423,947.350.618-00,1960-02-16,3787.63,3769,645555,inactive,2024-04-12 17:17:36.289085,Fazenda Carvalho,Atila De Paiva,93901-629 Rios de Goiás / MT,,,,
842,Jade Sampaio,luiz-fernandoda-rocha@example.net,(081) 9677-0694,710.692.834-87,1925-05-12,9131.7,1216,930324,inactive,2021-10-18 20:59:49.923556,"Ladeira Gael Rocha, 93",Bonfim,99687907 Pires de Araújo / ES,,,,
843,Josué Vasconcelos,barbaraduarte@example.net,(011) 8412-6949,768.049.315-48,1937-08-18,6096.97,9034,459982,inactive,2024-05-14 19:58:31.712271,"Estrada de da Rosa, 73",Confisco,54503966 Araújo / AC,,,,
844,Lucca Alves,nascimentolivia@example.com,+55 31 3924-8477,815.943.670-00,1994-12-09,8651.56,2569,533122,active,2022-12-29 07:02:28.202680,"Distrito Dias, 53",Vila Independencia 2ª Seção,00814-775 Barbosa de Rodrigues / SP,,,,
845,Srta. Luna Barros,mcavalcante@example.com,41 0221-7654,972.814.635-37,1958-03-13,5888.53,7275,576361,inactive,2022-02-05 08:48:25.774303,"Praça Rafael Cavalcanti, 162",Guarani,16654-755 Pimenta Verde / PI,,,,
846,Ryan Andrade,enzo-gabriel83@example.net,(021) 9674-6237,986.207.154-02,1932-11-04,4783.54,5842,294617,inactive,2023-04-15 16:41:02.657867,"Quadra de Nogueira, 49",Pantanal,57304-222 Silva / RN,,,,
847,Ana Lívia Caldeira,caragao@example.org,71 1466 2577,165.378.092-40,2003-02-16,3785.15,8932,857891,inactive,2020-11-07 03:33:22.091606,"Estrada de Sousa, 23",Vila Da Paz,96122669 Siqueira da Serra / MA,,,,
848,Thomas Aragão,rhavi26@example.com,(071) 9595 8694,918.356.420-98,1977-02-17,2810.41,7591,340718,active,2021-02-16 20:58:23.000914,Travessa Guerra,Madre Gertrudes,77961-262 Castro do Oeste / SE,,,,
849,Ana Beatriz Pacheco,da-matamarcela@example.com,31 0884 4753,146.357.208-53,1951-07-01,3151.22,2509,191567,active,2021-02-12 19:24:40.539233,"Favela de Jesus, 78",Vila Boa Vista,14661007 Ramos Paulista / MA,,,,
850,Rael Freitas,da-motaagatha@example.net,+55 (041) 6681-7276,140.758.293-32,1976-06-16,3769.16,1951,311370,active,2023-04-17 08:18:37.974601,"Passarela de Cavalcante, 3",Santa Cecilia,22711491 Mendes / DF,,,,
851,Sra. Sophie Alves,lsantos@example.org,(084) 6371 9715,654.107.382-17,1993-11-27,3308.63,3974,452107,inactive,2023-02-27 02:59:18.207565,"Setor de Nunes, 47",Conjunto Novo Dom Bosco,19765882 Silveira de Goiás / BA,,,,
852,Maria Alice Pinto,manuela16@example.com,+55 (011) 2628-3132,913.405.768-48,1950-11-22,5872.11,5037,492488,inactive,2020-01-24 23:22:17.707476,"Área de da Luz, 8",São Pedro,25247393 Freitas do Oeste / CE,,,,
853,Caio Novaes,olivia61@example.net,(051) 1929-2667,456.917.230-06,2001-03-02,9059.55,2628,566593,inactive,2023-11-12 22:56:24.905091,Travessa Vasconcelos,Vila Santo Antônio,00255685 da Costa de Minas / AC,,,,
854,Dra. Raquel Rezende,rcirino@example.org,+55 (084) 7215-8695,613.298.407-04,1952-01-22,3689.0,1494,261987,active,2023-10-03 13:30:40.833138,"Trecho de Mendes, 3",Eymard,26808164 Farias / BA,,,,
855,Stella Nunes,leticiaviana@example.net,(071) 9222-2535,369.802.517-59,1942-05-31,1754.36,7771,339058,active,2021-04-15 02:50:00.156498,"Jardim Agatha Rezende, 13",Vila Da Paz,30135-550 Jesus / ES,,,,
856,Caio Cavalcante,larissa82@example.com,+55 (081) 4806-7306,903.152.748-32,1926-07-08,9573.04,3535,536341,inactive,2024-05-05 02:06:13.282860,"Praça Camargo, 81",Vila Vista Alegre,64952262 Almeida do Galho / PB,,,,
857,Alana Santos,maitegomes@example.org,41 1960-6174,641.280.953-89,2000-09-12,8949.13,9760,806360,inactive,2020-06-02 09:19:08.916996,"Largo de Costa, 39",Vila Mangueiras,05037-777 Azevedo / PR,,,,
858,Luiz Gustavo Marques,luiz-otavioazevedo@example.org,+55 (031) 8213 5757,827.356.910-12,1933-12-22,7166.0,9981,324952,active,2022-12-24 08:56:14.668837,Rodovia João Lucas Rocha,Engenho Nogueira,98162012 Vargas / RJ,,,,
859,Vitória Vargas,ribeirokamilly@example.com,11 4992 7414,597.326.048-83,1955-06-26,3379.99,1799,194552,active,2023-08-01 19:17:28.399862,Colônia Sophia Macedo,Laranjeiras,71303-744 Cavalcante de Minas / RN,,,,
860,Isabela Barbosa,lucas-gabriel60@example.net,81 5207 3278,105.629.843-05,1933-09-18,4143.69,2903,509240,active,2020-07-06 09:32:48.794979,Alameda Ana Sophia Porto,Vista Alegre,75074208 Novaes de Pimenta / PB,,,,
861,Luiza Rodrigues,noah73@example.net,0500 477 6765,254.839.160-42,1941-04-26,4753.75,5876,155784,active,2021-12-11 04:30:26.235953,"Ladeira Esther Oliveira, 57",Inconfidência,36206324 Cassiano do Sul / PE,,,,
862,Joana Lopes,bruno03@example.org,0300-292-9011,137.269.548-64,1969-02-06,9222.14,3444,575905,inactive,2022-10-22 01:27:40.583296,"Rua de Lopes, 80",Olhos D'água,02025994 Costela da Mata / AM,,,,
863,Alice Duarte,silveirajoao-pedro@example.net,81 4797-8932,129.508.673-59,1966-02-11,8929.5,2145,453127,inactive,2023-06-10 09:58:10.796527,"Trecho Arthur Nascimento, 41",Camargos,16097-963 Moraes / ES,,,,
864,Jade Dias,clarice25@example.com,+55 41 4292-4494,928.603.714-78,1933-07-04,8527.45,8391,124057,inactive,2022-05-15 07:35:37.468825,"Travessa Thiago Machado, 45",Parque São Pedro,98439900 Moura / SE,,,,
865,João Guilherme Peixoto,juanda-luz@example.net,+55 11 4991 1802,675.203.418-44,2002-12-05,3064.01,2525,872158,inactive,2022-03-29 07:34:00.315123,"Avenida de da Paz, 78",Dona Clara,09096-287 Moreira / RO,,,,
866,Lara da Paz,gaelcavalcante@example.net,31 9886 6152,524.310.789-14,1974-05-12,2711.92,2833,199788,inactive,2024-04-03 16:09:57.668769,Praça da Cunha,Jardim São José,70834-508 Machado / MS,,,,
867,Enrico da Mata,ryansampaio@example.net,31 7941 1010,014.938.257-04,1941-07-09,1010.77,5064,455984,active,2023-02-05 05:02:46.567367,"Chácara de Pacheco, 637",Aguas Claras,10058-666 Ribeiro do Sul / BA,,,,
868,Brayan Ferreira,amanda68@example.net,+55 81 5332 2497,183.752.409-23,1963-10-10,1407.31,1172,741376,active,2020-12-20 22:44:26.155573,Fazenda Macedo,Cenaculo,25647-339 Pimenta dos Dourados / BA,,,,
